Date,Date_YMD,State_Abbr,Confirmed,Deceased,Recovered,State,Active Variance,Active
14-Mar-20,2020-03-14,AN,0,0,0,Andaman and Nicobar Islands,0,0
14-Mar-20,2020-03-14,AP,1,0,0,Andhra Pradesh,1,1
14-Mar-20,2020-03-14,AR,0,0,0,Arunachal Pradesh,0,0
14-Mar-20,2020-03-14,AS,0,0,0,Assam,0,0
14-Mar-20,2020-03-14,BR,0,0,0,Bihar,0,0
14-Mar-20,2020-03-14,CH,0,0,0,Chandigarh,0,0
14-Mar-20,2020-03-14,CT,0,0,0,Chhattisgarh,0,0
14-Mar-20,2020-03-14,DD,0,0,0,,0,0
14-Mar-20,2020-03-14,DL,7,1,1,Delhi,5,5
14-Mar-20,2020-03-14,DN,0,0,0,,0,0
14-Mar-20,2020-03-14,GA,0,0,0,Goa,0,0
14-Mar-20,2020-03-14,GJ,0,0,0,Gujarat,0,0
14-Mar-20,2020-03-14,HP,0,0,0,Himachal Pradesh,0,0
14-Mar-20,2020-03-14,HR,14,0,0,Haryana,14,14
14-Mar-20,2020-03-14,JH,0,0,0,Jharkhand,0,0
14-Mar-20,2020-03-14,JK,2,0,0,Jammu and Kashmir,2,2
14-Mar-20,2020-03-14,KA,6,1,0,Karnataka,5,5
14-Mar-20,2020-03-14,KL,19,0,3,Kerala,16,16
14-Mar-20,2020-03-14,LA,0,0,0,Ladakh,0,0
14-Mar-20,2020-03-14,LD,0,0,0,Lakshadweep,0,0
14-Mar-20,2020-03-14,MH,14,0,0,Maharashtra,14,14
14-Mar-20,2020-03-14,ML,0,0,0,Meghalaya,0,0
14-Mar-20,2020-03-14,MN,0,0,0,Manipur,0,0
14-Mar-20,2020-03-14,MP,0,0,0,Madhya Pradesh,0,0
14-Mar-20,2020-03-14,MZ,0,0,0,Mizoram,0,0
14-Mar-20,2020-03-14,NL,0,0,0,Nagaland,0,0
14-Mar-20,2020-03-14,OR,0,0,0,Odisha,0,0
14-Mar-20,2020-03-14,PB,1,0,0,Punjab,1,1
14-Mar-20,2020-03-14,PY,0,0,0,Puducherry,0,0
14-Mar-20,2020-03-14,RJ,3,0,1,Rajasthan,2,2
14-Mar-20,2020-03-14,SK,0,0,0,Sikkim,0,0
14-Mar-20,2020-03-14,TG,1,0,0,Telangana,1,1
14-Mar-20,2020-03-14,TN,1,0,0,Tamil Nadu,1,1
14-Mar-20,2020-03-14,TR,0,0,0,Tripura,0,0
14-Mar-20,2020-03-14,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
14-Mar-20,2020-03-14,UP,12,0,4,Uttar Pradesh,8,8
14-Mar-20,2020-03-14,UT,0,0,0,Uttarakhand,0,0
14-Mar-20,2020-03-14,WB,0,0,0,West Bengal,0,0
14-Mar-20,2020-03-14,_TT,81,2,9,,70,70
15-Mar-20,2020-03-15,AN,0,0,0,Andaman and Nicobar Islands,0,0
15-Mar-20,2020-03-15,AP,0,0,0,Andhra Pradesh,0,1
15-Mar-20,2020-03-15,AR,0,0,0,Arunachal Pradesh,0,0
15-Mar-20,2020-03-15,AS,0,0,0,Assam,0,0
15-Mar-20,2020-03-15,BR,0,0,0,Bihar,0,0
15-Mar-20,2020-03-15,CH,0,0,0,Chandigarh,0,0
15-Mar-20,2020-03-15,CT,0,0,0,Chhattisgarh,0,0
15-Mar-20,2020-03-15,DD,0,0,0,,0,0
15-Mar-20,2020-03-15,DL,0,0,1,Delhi,-1,4
15-Mar-20,2020-03-15,DN,0,0,0,,0,0
15-Mar-20,2020-03-15,GA,0,0,0,Goa,0,0
15-Mar-20,2020-03-15,GJ,0,0,0,Gujarat,0,0
15-Mar-20,2020-03-15,HP,0,0,0,Himachal Pradesh,0,0
15-Mar-20,2020-03-15,HR,0,0,0,Haryana,0,14
15-Mar-20,2020-03-15,JH,0,0,0,Jharkhand,0,0
15-Mar-20,2020-03-15,JK,0,0,0,Jammu and Kashmir,0,2
15-Mar-20,2020-03-15,KA,0,0,0,Karnataka,0,5
15-Mar-20,2020-03-15,KL,5,0,0,Kerala,5,21
15-Mar-20,2020-03-15,LA,0,0,0,Ladakh,0,0
15-Mar-20,2020-03-15,LD,0,0,0,Lakshadweep,0,0
15-Mar-20,2020-03-15,MH,18,0,0,Maharashtra,18,32
15-Mar-20,2020-03-15,ML,0,0,0,Meghalaya,0,0
15-Mar-20,2020-03-15,MN,0,0,0,Manipur,0,0
15-Mar-20,2020-03-15,MP,0,0,0,Madhya Pradesh,0,0
15-Mar-20,2020-03-15,MZ,0,0,0,Mizoram,0,0
15-Mar-20,2020-03-15,NL,0,0,0,Nagaland,0,0
15-Mar-20,2020-03-15,OR,0,0,0,Odisha,0,0
15-Mar-20,2020-03-15,PB,0,0,0,Punjab,0,1
15-Mar-20,2020-03-15,PY,0,0,0,Puducherry,0,0
15-Mar-20,2020-03-15,RJ,1,0,2,Rajasthan,-1,1
15-Mar-20,2020-03-15,SK,0,0,0,Sikkim,0,0
15-Mar-20,2020-03-15,TG,2,0,1,Telangana,1,2
15-Mar-20,2020-03-15,TN,0,0,0,Tamil Nadu,0,1
15-Mar-20,2020-03-15,TR,0,0,0,Tripura,0,0
15-Mar-20,2020-03-15,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
15-Mar-20,2020-03-15,UP,1,0,0,Uttar Pradesh,1,9
15-Mar-20,2020-03-15,UT,0,0,0,Uttarakhand,0,0
15-Mar-20,2020-03-15,WB,0,0,0,West Bengal,0,0
15-Mar-20,2020-03-15,_TT,27,0,4,,23,93
16-Mar-20,2020-03-16,AN,0,0,0,Andaman and Nicobar Islands,0,0
16-Mar-20,2020-03-16,AP,0,0,0,Andhra Pradesh,0,1
16-Mar-20,2020-03-16,AR,0,0,0,Arunachal Pradesh,0,0
16-Mar-20,2020-03-16,AS,0,0,0,Assam,0,0
16-Mar-20,2020-03-16,BR,0,0,0,Bihar,0,0
16-Mar-20,2020-03-16,CH,0,0,0,Chandigarh,0,0
16-Mar-20,2020-03-16,CT,0,0,0,Chhattisgarh,0,0
16-Mar-20,2020-03-16,DD,0,0,0,,0,0
16-Mar-20,2020-03-16,DL,0,0,0,Delhi,0,4
16-Mar-20,2020-03-16,DN,0,0,0,,0,0
16-Mar-20,2020-03-16,GA,0,0,0,Goa,0,0
16-Mar-20,2020-03-16,GJ,0,0,0,Gujarat,0,0
16-Mar-20,2020-03-16,HP,0,0,0,Himachal Pradesh,0,0
16-Mar-20,2020-03-16,HR,0,0,0,Haryana,0,14
16-Mar-20,2020-03-16,JH,0,0,0,Jharkhand,0,0
16-Mar-20,2020-03-16,JK,1,0,0,Jammu and Kashmir,1,3
16-Mar-20,2020-03-16,KA,1,0,0,Karnataka,1,6
16-Mar-20,2020-03-16,KL,3,0,0,Kerala,3,24
16-Mar-20,2020-03-16,LA,0,0,0,Ladakh,0,0
16-Mar-20,2020-03-16,LD,0,0,0,Lakshadweep,0,0
16-Mar-20,2020-03-16,MH,6,0,0,Maharashtra,6,38
16-Mar-20,2020-03-16,ML,0,0,0,Meghalaya,0,0
16-Mar-20,2020-03-16,MN,0,0,0,Manipur,0,0
16-Mar-20,2020-03-16,MP,0,0,0,Madhya Pradesh,0,0
16-Mar-20,2020-03-16,MZ,0,0,0,Mizoram,0,0
16-Mar-20,2020-03-16,NL,0,0,0,Nagaland,0,0
16-Mar-20,2020-03-16,OR,1,0,0,Odisha,1,1
16-Mar-20,2020-03-16,PB,0,0,0,Punjab,0,1
16-Mar-20,2020-03-16,PY,1,0,0,Puducherry,1,1
16-Mar-20,2020-03-16,RJ,0,0,0,Rajasthan,0,1
16-Mar-20,2020-03-16,SK,0,0,0,Sikkim,0,0
16-Mar-20,2020-03-16,TG,1,0,0,Telangana,1,3
16-Mar-20,2020-03-16,TN,0,0,1,Tamil Nadu,-1,0
16-Mar-20,2020-03-16,TR,0,0,0,Tripura,0,0
16-Mar-20,2020-03-16,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
16-Mar-20,2020-03-16,UP,0,0,0,Uttar Pradesh,0,9
16-Mar-20,2020-03-16,UT,1,0,0,Uttarakhand,1,1
16-Mar-20,2020-03-16,WB,0,0,0,West Bengal,0,0
16-Mar-20,2020-03-16,_TT,15,0,1,,14,107
17-Mar-20,2020-03-17,AN,0,0,0,Andaman and Nicobar Islands,0,0
17-Mar-20,2020-03-17,AP,0,0,0,Andhra Pradesh,0,1
17-Mar-20,2020-03-17,AR,0,0,0,Arunachal Pradesh,0,0
17-Mar-20,2020-03-17,AS,0,0,0,Assam,0,0
17-Mar-20,2020-03-17,BR,0,0,0,Bihar,0,0
17-Mar-20,2020-03-17,CH,0,0,0,Chandigarh,0,0
17-Mar-20,2020-03-17,CT,0,0,0,Chhattisgarh,0,0
17-Mar-20,2020-03-17,DD,0,0,0,,0,0
17-Mar-20,2020-03-17,DL,1,0,0,Delhi,1,5
17-Mar-20,2020-03-17,DN,0,0,0,,0,0
17-Mar-20,2020-03-17,GA,0,0,0,Goa,0,0
17-Mar-20,2020-03-17,GJ,0,0,0,Gujarat,0,0
17-Mar-20,2020-03-17,HP,0,0,0,Himachal Pradesh,0,0
17-Mar-20,2020-03-17,HR,1,0,0,Haryana,1,15
17-Mar-20,2020-03-17,JH,0,0,0,Jharkhand,0,0
17-Mar-20,2020-03-17,JK,0,0,0,Jammu and Kashmir,0,3
17-Mar-20,2020-03-17,KA,2,0,0,Karnataka,2,8
17-Mar-20,2020-03-17,KL,0,0,0,Kerala,0,24
17-Mar-20,2020-03-17,LA,0,0,0,Ladakh,0,0
17-Mar-20,2020-03-17,LD,0,0,0,Lakshadweep,0,0
17-Mar-20,2020-03-17,MH,3,1,0,Maharashtra,2,40
17-Mar-20,2020-03-17,ML,0,0,0,Meghalaya,0,0
17-Mar-20,2020-03-17,MN,0,0,0,Manipur,0,0
17-Mar-20,2020-03-17,MP,0,0,0,Madhya Pradesh,0,0
17-Mar-20,2020-03-17,MZ,0,0,0,Mizoram,0,0
17-Mar-20,2020-03-17,NL,0,0,0,Nagaland,0,0
17-Mar-20,2020-03-17,OR,0,0,0,Odisha,0,1
17-Mar-20,2020-03-17,PB,0,0,0,Punjab,0,1
17-Mar-20,2020-03-17,PY,0,0,0,Puducherry,0,1
17-Mar-20,2020-03-17,RJ,0,0,0,Rajasthan,0,1
17-Mar-20,2020-03-17,SK,0,0,0,Sikkim,0,0
17-Mar-20,2020-03-17,TG,1,0,0,Telangana,1,4
17-Mar-20,2020-03-17,TN,0,0,0,Tamil Nadu,0,0
17-Mar-20,2020-03-17,TR,0,0,0,Tripura,0,0
17-Mar-20,2020-03-17,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
17-Mar-20,2020-03-17,UP,2,0,1,Uttar Pradesh,1,10
17-Mar-20,2020-03-17,UT,0,0,0,Uttarakhand,0,1
17-Mar-20,2020-03-17,WB,1,0,0,West Bengal,1,1
17-Mar-20,2020-03-17,_TT,11,1,1,,9,116
18-Mar-20,2020-03-18,AN,0,0,0,Andaman and Nicobar Islands,0,0
18-Mar-20,2020-03-18,AP,0,0,0,Andhra Pradesh,0,1
18-Mar-20,2020-03-18,AR,0,0,0,Arunachal Pradesh,0,0
18-Mar-20,2020-03-18,AS,0,0,0,Assam,0,0
18-Mar-20,2020-03-18,BR,0,0,0,Bihar,0,0
18-Mar-20,2020-03-18,CH,0,0,0,Chandigarh,0,0
18-Mar-20,2020-03-18,CT,0,0,0,Chhattisgarh,0,0
18-Mar-20,2020-03-18,DD,0,0,0,,0,0
18-Mar-20,2020-03-18,DL,2,0,0,Delhi,2,7
18-Mar-20,2020-03-18,DN,0,0,0,,0,0
18-Mar-20,2020-03-18,GA,0,0,0,Goa,0,0
18-Mar-20,2020-03-18,GJ,0,0,0,Gujarat,0,0
18-Mar-20,2020-03-18,HP,0,0,0,Himachal Pradesh,0,0
18-Mar-20,2020-03-18,HR,1,0,0,Haryana,1,16
18-Mar-20,2020-03-18,JH,0,0,0,Jharkhand,0,0
18-Mar-20,2020-03-18,JK,1,0,0,Jammu and Kashmir,1,4
18-Mar-20,2020-03-18,KA,5,0,0,Karnataka,5,13
18-Mar-20,2020-03-18,KL,0,0,0,Kerala,0,24
18-Mar-20,2020-03-18,LA,8,0,0,Ladakh,8,8
18-Mar-20,2020-03-18,LD,0,0,0,Lakshadweep,0,0
18-Mar-20,2020-03-18,MH,3,0,0,Maharashtra,3,43
18-Mar-20,2020-03-18,ML,0,0,0,Meghalaya,0,0
18-Mar-20,2020-03-18,MN,0,0,0,Manipur,0,0
18-Mar-20,2020-03-18,MP,0,0,0,Madhya Pradesh,0,0
18-Mar-20,2020-03-18,MZ,0,0,0,Mizoram,0,0
18-Mar-20,2020-03-18,NL,0,0,0,Nagaland,0,0
18-Mar-20,2020-03-18,OR,1,0,0,Odisha,1,2
18-Mar-20,2020-03-18,PB,1,0,0,Punjab,1,2
18-Mar-20,2020-03-18,PY,0,0,0,Puducherry,0,1
18-Mar-20,2020-03-18,RJ,3,0,0,Rajasthan,3,4
18-Mar-20,2020-03-18,SK,0,0,0,Sikkim,0,0
18-Mar-20,2020-03-18,TG,8,0,0,Telangana,8,12
18-Mar-20,2020-03-18,TN,1,0,0,Tamil Nadu,1,1
18-Mar-20,2020-03-18,TR,0,0,0,Tripura,0,0
18-Mar-20,2020-03-18,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
18-Mar-20,2020-03-18,UP,2,0,0,Uttar Pradesh,2,12
18-Mar-20,2020-03-18,UT,1,0,0,Uttarakhand,1,2
18-Mar-20,2020-03-18,WB,0,0,0,West Bengal,0,1
18-Mar-20,2020-03-18,_TT,37,0,0,,37,153
19-Mar-20,2020-03-19,AN,0,0,0,Andaman and Nicobar Islands,0,0
19-Mar-20,2020-03-19,AP,2,0,0,Andhra Pradesh,2,3
19-Mar-20,2020-03-19,AR,0,0,0,Arunachal Pradesh,0,0
19-Mar-20,2020-03-19,AS,0,0,0,Assam,0,0
19-Mar-20,2020-03-19,BR,0,0,0,Bihar,0,0
19-Mar-20,2020-03-19,CH,1,0,0,Chandigarh,1,1
19-Mar-20,2020-03-19,CT,1,0,0,Chhattisgarh,1,1
19-Mar-20,2020-03-19,DD,0,0,0,,0,0
19-Mar-20,2020-03-19,DL,4,0,1,Delhi,3,10
19-Mar-20,2020-03-19,DN,0,0,0,,0,0
19-Mar-20,2020-03-19,GA,0,0,0,Goa,0,0
19-Mar-20,2020-03-19,GJ,2,0,0,Gujarat,2,2
19-Mar-20,2020-03-19,HP,0,0,0,Himachal Pradesh,0,0
19-Mar-20,2020-03-19,HR,1,0,0,Haryana,1,17
19-Mar-20,2020-03-19,JH,0,0,0,Jharkhand,0,0
19-Mar-20,2020-03-19,JK,0,0,0,Jammu and Kashmir,0,4
19-Mar-20,2020-03-19,KA,1,0,0,Karnataka,1,14
19-Mar-20,2020-03-19,KL,1,0,0,Kerala,1,25
19-Mar-20,2020-03-19,LA,0,0,0,Ladakh,0,8
19-Mar-20,2020-03-19,LD,0,0,0,Lakshadweep,0,0
19-Mar-20,2020-03-19,MH,4,0,0,Maharashtra,4,47
19-Mar-20,2020-03-19,ML,0,0,0,Meghalaya,0,0
19-Mar-20,2020-03-19,MN,0,0,0,Manipur,0,0
19-Mar-20,2020-03-19,MP,0,0,0,Madhya Pradesh,0,0
19-Mar-20,2020-03-19,MZ,0,0,0,Mizoram,0,0
19-Mar-20,2020-03-19,NL,0,0,0,Nagaland,0,0
19-Mar-20,2020-03-19,OR,0,0,0,Odisha,0,2
19-Mar-20,2020-03-19,PB,0,1,0,Punjab,-1,1
19-Mar-20,2020-03-19,PY,0,0,0,Puducherry,0,1
19-Mar-20,2020-03-19,RJ,2,0,0,Rajasthan,2,6
19-Mar-20,2020-03-19,SK,0,0,0,Sikkim,0,0
19-Mar-20,2020-03-19,TG,3,0,0,Telangana,3,15
19-Mar-20,2020-03-19,TN,1,0,0,Tamil Nadu,1,2
19-Mar-20,2020-03-19,TR,0,0,0,Tripura,0,0
19-Mar-20,2020-03-19,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
19-Mar-20,2020-03-19,UP,3,0,4,Uttar Pradesh,-1,11
19-Mar-20,2020-03-19,UT,1,0,0,Uttarakhand,1,3
19-Mar-20,2020-03-19,WB,0,0,0,West Bengal,0,1
19-Mar-20,2020-03-19,_TT,27,1,5,,21,174
20-Mar-20,2020-03-20,AN,0,0,0,Andaman and Nicobar Islands,0,0
20-Mar-20,2020-03-20,AP,0,0,0,Andhra Pradesh,0,3
20-Mar-20,2020-03-20,AR,0,0,0,Arunachal Pradesh,0,0
20-Mar-20,2020-03-20,AS,0,0,0,Assam,0,0
20-Mar-20,2020-03-20,BR,0,0,0,Bihar,0,0
20-Mar-20,2020-03-20,CH,4,0,0,Chandigarh,4,5
20-Mar-20,2020-03-20,CT,0,0,0,Chhattisgarh,0,1
20-Mar-20,2020-03-20,DD,0,0,0,,0,0
20-Mar-20,2020-03-20,DL,6,0,2,Delhi,4,14
20-Mar-20,2020-03-20,DN,0,0,0,,0,0
20-Mar-20,2020-03-20,GA,0,0,0,Goa,0,0
20-Mar-20,2020-03-20,GJ,5,0,0,Gujarat,5,7
20-Mar-20,2020-03-20,HP,2,0,0,Himachal Pradesh,2,2
20-Mar-20,2020-03-20,HR,2,0,0,Haryana,2,19
20-Mar-20,2020-03-20,JH,0,0,0,Jharkhand,0,0
20-Mar-20,2020-03-20,JK,0,0,0,Jammu and Kashmir,0,4
20-Mar-20,2020-03-20,KA,0,0,1,Karnataka,-1,13
20-Mar-20,2020-03-20,KL,12,0,0,Kerala,12,37
20-Mar-20,2020-03-20,LA,2,0,0,Ladakh,2,10
20-Mar-20,2020-03-20,LD,0,0,0,Lakshadweep,0,0
20-Mar-20,2020-03-20,MH,4,0,0,Maharashtra,4,51
20-Mar-20,2020-03-20,ML,0,0,0,Meghalaya,0,0
20-Mar-20,2020-03-20,MN,0,0,0,Manipur,0,0
20-Mar-20,2020-03-20,MP,4,0,0,Madhya Pradesh,4,4
20-Mar-20,2020-03-20,MZ,0,0,0,Mizoram,0,0
20-Mar-20,2020-03-20,NL,0,0,0,Nagaland,0,0
20-Mar-20,2020-03-20,OR,0,0,0,Odisha,0,2
20-Mar-20,2020-03-20,PB,1,0,0,Punjab,1,2
20-Mar-20,2020-03-20,PY,0,0,0,Puducherry,0,1
20-Mar-20,2020-03-20,RJ,8,0,0,Rajasthan,8,14
20-Mar-20,2020-03-20,SK,0,0,0,Sikkim,0,0
20-Mar-20,2020-03-20,TG,3,0,0,Telangana,3,18
20-Mar-20,2020-03-20,TN,0,0,0,Tamil Nadu,0,2
20-Mar-20,2020-03-20,TR,0,0,0,Tripura,0,0
20-Mar-20,2020-03-20,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
20-Mar-20,2020-03-20,UP,4,0,0,Uttar Pradesh,4,15
20-Mar-20,2020-03-20,UT,0,0,0,Uttarakhand,0,3
20-Mar-20,2020-03-20,WB,1,0,0,West Bengal,1,2
20-Mar-20,2020-03-20,_TT,58,0,3,,55,229
21-Mar-20,2020-03-21,AN,0,0,0,Andaman and Nicobar Islands,0,0
21-Mar-20,2020-03-21,AP,2,0,0,Andhra Pradesh,2,5
21-Mar-20,2020-03-21,AR,0,0,0,Arunachal Pradesh,0,0
21-Mar-20,2020-03-21,AS,0,0,0,Assam,0,0
21-Mar-20,2020-03-21,BR,0,0,0,Bihar,0,0
21-Mar-20,2020-03-21,CH,0,0,0,Chandigarh,0,5
21-Mar-20,2020-03-21,CT,0,0,0,Chhattisgarh,0,1
21-Mar-20,2020-03-21,DD,0,0,0,,0,0
21-Mar-20,2020-03-21,DL,7,0,0,Delhi,7,21
21-Mar-20,2020-03-21,DN,0,0,0,,0,0
21-Mar-20,2020-03-21,GA,0,0,0,Goa,0,0
21-Mar-20,2020-03-21,GJ,7,0,0,Gujarat,7,14
21-Mar-20,2020-03-21,HP,0,0,0,Himachal Pradesh,0,2
21-Mar-20,2020-03-21,HR,2,0,0,Haryana,2,21
21-Mar-20,2020-03-21,JH,0,0,0,Jharkhand,0,0
21-Mar-20,2020-03-21,JK,0,0,0,Jammu and Kashmir,0,4
21-Mar-20,2020-03-21,KA,5,0,0,Karnataka,5,18
21-Mar-20,2020-03-21,KL,12,0,0,Kerala,12,49
21-Mar-20,2020-03-21,LA,3,0,0,Ladakh,3,13
21-Mar-20,2020-03-21,LD,0,0,0,Lakshadweep,0,0
21-Mar-20,2020-03-21,MH,12,0,0,Maharashtra,12,63
21-Mar-20,2020-03-21,ML,0,0,0,Meghalaya,0,0
21-Mar-20,2020-03-21,MN,0,0,0,Manipur,0,0
21-Mar-20,2020-03-21,MP,0,0,0,Madhya Pradesh,0,4
21-Mar-20,2020-03-21,MZ,0,0,0,Mizoram,0,0
21-Mar-20,2020-03-21,NL,0,0,0,Nagaland,0,0
21-Mar-20,2020-03-21,OR,0,0,0,Odisha,0,2
21-Mar-20,2020-03-21,PB,10,0,0,Punjab,10,12
21-Mar-20,2020-03-21,PY,0,0,0,Puducherry,0,1
21-Mar-20,2020-03-21,RJ,7,0,0,Rajasthan,7,21
21-Mar-20,2020-03-21,SK,0,0,0,Sikkim,0,0
21-Mar-20,2020-03-21,TG,2,0,0,Telangana,2,20
21-Mar-20,2020-03-21,TN,3,0,0,Tamil Nadu,3,5
21-Mar-20,2020-03-21,TR,0,0,0,Tripura,0,0
21-Mar-20,2020-03-21,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
21-Mar-20,2020-03-21,UP,4,0,0,Uttar Pradesh,4,19
21-Mar-20,2020-03-21,UT,0,0,0,Uttarakhand,0,3
21-Mar-20,2020-03-21,WB,2,0,0,West Bengal,2,4
21-Mar-20,2020-03-21,_TT,78,0,0,,78,307
22-Mar-20,2020-03-22,AN,0,0,0,Andaman and Nicobar Islands,0,0
22-Mar-20,2020-03-22,AP,1,0,0,Andhra Pradesh,1,6
22-Mar-20,2020-03-22,AR,0,0,0,Arunachal Pradesh,0,0
22-Mar-20,2020-03-22,AS,0,0,0,Assam,0,0
22-Mar-20,2020-03-22,BR,2,1,0,Bihar,1,1
22-Mar-20,2020-03-22,CH,1,0,0,Chandigarh,1,6
22-Mar-20,2020-03-22,CT,0,0,0,Chhattisgarh,0,1
22-Mar-20,2020-03-22,DD,0,0,0,,0,0
22-Mar-20,2020-03-22,DL,0,0,0,Delhi,0,21
22-Mar-20,2020-03-22,DN,0,0,0,,0,0
22-Mar-20,2020-03-22,GA,0,0,0,Goa,0,0
22-Mar-20,2020-03-22,GJ,4,1,0,Gujarat,3,17
22-Mar-20,2020-03-22,HP,0,0,0,Himachal Pradesh,0,2
22-Mar-20,2020-03-22,HR,0,0,0,Haryana,0,21
22-Mar-20,2020-03-22,JH,0,0,0,Jharkhand,0,0
22-Mar-20,2020-03-22,JK,0,0,0,Jammu and Kashmir,0,4
22-Mar-20,2020-03-22,KA,6,0,0,Karnataka,6,24
22-Mar-20,2020-03-22,KL,15,0,0,Kerala,15,64
22-Mar-20,2020-03-22,LA,0,0,0,Ladakh,0,13
22-Mar-20,2020-03-22,LD,0,0,0,Lakshadweep,0,0
22-Mar-20,2020-03-22,MH,10,1,0,Maharashtra,9,72
22-Mar-20,2020-03-22,ML,0,0,0,Meghalaya,0,0
22-Mar-20,2020-03-22,MN,0,0,0,Manipur,0,0
22-Mar-20,2020-03-22,MP,2,0,0,Madhya Pradesh,2,6
22-Mar-20,2020-03-22,MZ,0,0,0,Mizoram,0,0
22-Mar-20,2020-03-22,NL,0,0,0,Nagaland,0,0
22-Mar-20,2020-03-22,OR,0,0,0,Odisha,0,2
22-Mar-20,2020-03-22,PB,8,0,0,Punjab,8,20
22-Mar-20,2020-03-22,PY,0,0,0,Puducherry,0,1
22-Mar-20,2020-03-22,RJ,4,0,0,Rajasthan,4,25
22-Mar-20,2020-03-22,SK,0,0,0,Sikkim,0,0
22-Mar-20,2020-03-22,TG,6,0,0,Telangana,6,26
22-Mar-20,2020-03-22,TN,3,0,0,Tamil Nadu,3,8
22-Mar-20,2020-03-22,TR,0,0,0,Tripura,0,0
22-Mar-20,2020-03-22,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
22-Mar-20,2020-03-22,UP,2,0,0,Uttar Pradesh,2,21
22-Mar-20,2020-03-22,UT,0,0,0,Uttarakhand,0,3
22-Mar-20,2020-03-22,WB,3,0,0,West Bengal,3,7
22-Mar-20,2020-03-22,_TT,67,3,0,,64,371
23-Mar-20,2020-03-23,AN,0,0,0,Andaman and Nicobar Islands,0,0
23-Mar-20,2020-03-23,AP,1,0,0,Andhra Pradesh,1,7
23-Mar-20,2020-03-23,AR,0,0,0,Arunachal Pradesh,0,0
23-Mar-20,2020-03-23,AS,0,0,0,Assam,0,0
23-Mar-20,2020-03-23,BR,1,0,0,Bihar,1,2
23-Mar-20,2020-03-23,CH,1,0,0,Chandigarh,1,7
23-Mar-20,2020-03-23,CT,0,0,0,Chhattisgarh,0,1
23-Mar-20,2020-03-23,DD,0,0,0,,0,0
23-Mar-20,2020-03-23,DL,3,0,0,Delhi,3,24
23-Mar-20,2020-03-23,DN,0,0,0,,0,0
23-Mar-20,2020-03-23,GA,0,0,0,Goa,0,0
23-Mar-20,2020-03-23,GJ,12,0,0,Gujarat,12,29
23-Mar-20,2020-03-23,HP,1,1,0,Himachal Pradesh,0,2
23-Mar-20,2020-03-23,HR,7,0,11,Haryana,-4,17
23-Mar-20,2020-03-23,JH,0,0,0,Jharkhand,0,0
23-Mar-20,2020-03-23,JK,0,0,0,Jammu and Kashmir,0,4
23-Mar-20,2020-03-23,KA,7,0,1,Karnataka,6,30
23-Mar-20,2020-03-23,KL,28,0,0,Kerala,28,92
23-Mar-20,2020-03-23,LA,0,0,0,Ladakh,0,13
23-Mar-20,2020-03-23,LD,0,0,0,Lakshadweep,0,0
23-Mar-20,2020-03-23,MH,23,0,0,Maharashtra,23,95
23-Mar-20,2020-03-23,ML,0,0,0,Meghalaya,0,0
23-Mar-20,2020-03-23,MN,0,0,0,Manipur,0,0
23-Mar-20,2020-03-23,MP,0,0,0,Madhya Pradesh,0,6
23-Mar-20,2020-03-23,MZ,0,0,0,Mizoram,0,0
23-Mar-20,2020-03-23,NL,0,0,0,Nagaland,0,0
23-Mar-20,2020-03-23,OR,0,0,0,Odisha,0,2
23-Mar-20,2020-03-23,PB,2,0,0,Punjab,2,22
23-Mar-20,2020-03-23,PY,0,0,0,Puducherry,0,1
23-Mar-20,2020-03-23,RJ,4,0,0,Rajasthan,4,29
23-Mar-20,2020-03-23,SK,0,0,0,Sikkim,0,0
23-Mar-20,2020-03-23,TG,6,0,0,Telangana,6,32
23-Mar-20,2020-03-23,TN,3,0,0,Tamil Nadu,3,11
23-Mar-20,2020-03-23,TR,0,0,0,Tripura,0,0
23-Mar-20,2020-03-23,UN,0,0,0,Dadra and Nagar Haveli and Daman and Diu,0,0
23-Mar-20,2020-03-23,UP,2,0,0,Uttar Pradesh,2,23
23-Mar-20,2020-03-23,UT,1,0,0,Uttarakhand,1,4
23-Mar-20,2020-03-23,WB,0,1,0,West Bengal,-1,6
23-Mar-20,2020-03-23,_TT,102,2,12,,88,459
24-Mar-20,2020-03-24,AN,0,0,0,Andaman and Nicobar Islands,0,0
24-Mar-20,2020-03-24,AP,1,0,0,Andhra Pradesh,1,8
24-Mar-20,2020-03-24,AR,0,0,0,Arunachal Pradesh,0,0
24-Mar-20,2020-03-24,AS,0,0,0,Assam,0,0
24-Mar-20,2020-03-24,BR,0,0,0,Bihar,0,2
24-Mar-20,2020-03-24,CH,0,0,0,Chandigarh,0,7
24-Mar-20,2020-03-24,CT,0,0,0,Chhattisgarh,0,1
